frame,global_rmsd,core_rmsd
879,9.583,2.710
880,9.705,2.802
881,9.636,2.785
882,9.589,2.634
883,9.429,2.737
884,9.189,2.824
885,9.167,2.609
886,9.130,2.839
887,8.988,2.730
888,8.925,2.696
889,8.958,2.614
890,8.985,2.733
891,9.096,2.714
892,8.920,2.843
893,8.905,2.850
894,9.063,2.837
895,9.327,2.922
896,9.547,2.715
897,9.589,2.768
898,9.416,2.662
899,9.477,2.754
900,9.316,2.615
901,9.217,2.571
902,8.767,2.589
903,8.788,2.434
904,9.175,2.445
905,8.861,2.459
906,8.822,2.340
907,8.892,2.461
908,9.331,2.525
909,9.468,2.550
910,9.168,2.568
911,9.082,2.544
912,8.980,2.458
913,9.166,2.466
914,9.084,2.499
915,9.136,2.479
916,9.107,2.450
917,9.022,2.500
918,9.055,2.457
919,9.247,2.518
920,9.142,2.553
921,9.213,2.473
922,9.006,2.527
923,8.902,2.492
924,8.800,2.629
925,8.311,2.577
926,9.016,2.419
927,8.808,2.582
928,8.583,2.622
929,8.747,2.586
930,8.917,2.709
931,8.887,2.783
932,8.807,2.859
933,8.899,2.862
934,9.135,2.702
935,9.161,2.701
936,9.109,2.512
937,9.130,2.557
938,9.235,2.514
939,9.282,2.533
940,9.199,2.599
941,9.123,2.600
942,9.250,2.685
943,9.109,2.543
944,9.066,2.559
945,9.200,2.573
946,8.985,2.506
947,8.942,2.613
948,9.261,2.671
949,9.198,2.588
950,9.067,2.732
951,8.999,2.798
952,9.163,2.730
953,9.237,2.646
954,9.232,2.700
955,9.309,2.693
956,9.216,2.743
957,9.131,2.683
958,9.136,2.820
959,9.178,2.761
960,9.183,2.802
961,9.196,2.773
962,9.109,2.660
963,9.281,2.669
964,9.402,2.671
965,9.461,2.710
966,8.990,2.682
967,8.827,2.697
968,8.588,2.705
969,8.627,2.756
970,8.563,2.841
971,8.404,2.868
972,8.351,2.836
973,8.401,2.683
974,8.458,2.838
975,8.384,2.745
976,8.324,2.751
977,8.417,2.696
978,8.380,2.843
979,8.453,2.731
980,8.698,2.837
981,8.505,2.653
982,8.584,2.712
983,8.607,2.721
984,8.426,2.691
985,8.517,2.749
986,8.318,2.676
987,8.244,2.791
988,8.186,2.751
989,8.275,2.711
990,8.141,2.675
991,8.153,2.673
992,8.070,2.652
993,8.204,2.579
994,8.058,2.720
995,7.844,2.675
996,7.873,2.744
997,7.934,2.767
998,8.050,2.580
999,8.147,2.641
1000,7.974,2.575
1001,7.958,2.551
1002,8.203,2.682
1003,8.461,2.688
1004,8.869,2.568
1005,8.605,2.669
1006,8.680,2.549
1007,8.605,2.603
1008,8.699,2.635
1009,8.741,2.725
1010,8.577,2.674
1011,8.470,2.595
1012,8.561,2.560
1013,8.684,2.707
1014,8.808,2.718
1015,8.728,2.583
1016,8.754,2.578
1017,9.104,2.522
1018,9.218,2.680
1019,9.081,2.674
1020,9.339,2.577
1021,9.088,2.603
1022,9.063,2.649
1023,9.002,2.597
1024,8.915,2.603
1025,8.927,2.505
1026,8.861,2.618
1027,9.020,2.471
1028,8.893,2.518
1029,8.686,2.465
1030,8.659,2.439
1031,8.721,2.449
1032,8.674,2.492
1033,8.565,2.465
1034,8.645,2.529
1035,8.861,2.635
1036,8.749,2.584
1037,8.705,2.504
1038,8.925,2.680
1039,8.982,2.699
1040,8.943,2.681
1041,8.669,2.548
1042,8.746,2.631
1043,8.678,2.526
1044,8.780,2.547
1045,8.590,2.516
1046,8.376,2.651
1047,8.436,2.587
1048,8.518,2.636
1049,8.522,2.547
1050,8.446,2.549
1051,8.422,2.749
1052,8.444,2.579
1053,8.616,2.563
1054,8.774,2.560
1055,8.601,2.534
1056,8.637,2.552
1057,8.668,2.574
1058,8.612,2.607
1059,8.786,2.587
1060,8.629,2.559
1061,8.738,2.625
1062,8.833,2.698
1063,8.698,2.698
1064,8.738,2.584
1065,8.562,2.446
1066,8.670,2.562
1067,8.432,2.575
1068,8.317,2.678
1069,8.152,2.658
1070,8.113,2.544
1071,8.199,2.659
1072,8.195,2.580
1073,8.227,2.624
1074,8.227,2.704
1075,8.235,2.750
1076,8.268,2.652
1077,8.081,2.585
1078,8.077,2.672
1079,8.080,2.703
1080,8.164,2.736
1081,8.038,2.587
1082,8.147,2.630
1083,8.138,2.644
1084,8.215,2.663
1085,8.094,2.584
1086,8.337,2.655
1087,8.440,2.601
1088,8.541,2.638
1089,8.643,2.649
1090,8.333,2.550
1091,8.517,2.664
1092,8.389,2.744
1093,8.442,2.752
