frame,global_rmsd,core_rmsd
589,6.789,2.633
590,6.800,2.654
591,6.900,2.618
592,6.917,2.652
593,6.918,2.579
594,6.894,2.534
595,6.844,2.587
596,6.896,2.575
597,6.772,2.645
598,6.866,2.598
599,6.961,2.664
600,6.839,2.535
601,6.845,2.516
602,6.790,2.559
603,6.669,2.459
604,7.019,2.519
605,6.914,2.545
606,6.880,2.501
607,6.763,2.486
608,6.821,2.459
609,6.793,2.496
610,6.982,2.556
611,6.825,2.485
612,7.007,2.498
613,7.001,2.493
614,6.921,2.433
615,6.644,2.385
616,6.819,2.517
617,6.637,2.512
618,6.706,2.452
619,6.772,2.418
620,6.788,2.534
621,6.872,2.531
622,6.623,2.548
623,6.688,2.542
624,6.698,2.485
625,6.676,2.526
626,6.844,2.603
627,6.789,2.611
628,6.679,2.485
629,6.676,2.532
630,6.486,2.431
631,6.500,2.476
632,6.593,2.430
633,6.732,2.569
634,6.461,2.469
635,6.254,2.465
636,6.185,2.479
637,6.348,2.472
638,6.379,2.519
639,6.428,2.560
640,6.403,2.482
641,6.516,2.622
642,6.419,2.531
643,6.299,2.526
644,6.243,2.553
645,6.265,2.521
646,6.376,2.618
647,6.227,2.593
648,6.119,2.533
649,6.226,2.639
650,6.101,2.592
651,6.225,2.575
652,6.141,2.524
653,6.168,2.492
654,6.096,2.487
655,6.068,2.479
656,6.306,2.534
657,6.167,2.479
658,6.306,2.613
659,6.212,2.611
660,6.362,2.560
661,6.356,2.582
662,6.392,2.570
663,6.282,2.500
664,6.356,2.630
665,6.551,2.696
666,6.238,2.617
667,6.349,2.668
668,6.281,2.635
669,6.341,2.635
670,6.254,2.647
671,6.123,2.483
672,6.295,2.648
673,6.177,2.599
674,6.200,2.654
675,6.144,2.673
676,6.185,2.716
677,6.145,2.608
678,6.169,2.548
679,6.322,2.674
680,6.408,2.567
681,6.244,2.531
682,6.221,2.452
683,6.288,2.496
684,6.115,2.382
685,6.191,2.509
686,6.209,2.451
687,6.292,2.467
688,6.230,2.474
689,6.213,2.545
690,6.076,2.588
691,6.263,2.662
692,6.233,2.729
693,6.209,2.588
694,6.281,2.687
695,6.247,2.625
696,6.358,2.668
697,6.456,2.596
698,6.711,2.755
699,6.665,2.671
700,6.880,2.718
701,6.855,2.689
702,6.966,2.674
703,7.001,2.762
704,6.922,2.657
705,7.054,2.688
706,6.997,2.671
707,6.960,2.628
708,7.043,2.640
709,6.954,2.628
710,7.104,2.625
711,7.094,2.604
712,6.799,2.588
713,6.775,2.524
714,6.954,2.573
715,6.888,2.551
716,6.941,2.522
717,6.983,2.637
718,6.755,2.505
719,6.972,2.434
720,6.922,2.517
721,7.041,2.591
722,7.060,2.573
723,6.949,2.508
724,6.975,2.463
725,6.976,2.510
726,6.937,2.545
727,6.941,2.523
728,7.035,2.471
729,7.084,2.613
730,6.924,2.552
731,6.962,2.467
732,6.908,2.501
733,6.969,2.566
734,7.144,2.499
735,7.198,2.500
736,7.149,2.483
737,7.226,2.574
738,7.365,2.610
739,7.439,2.577
740,7.571,2.613
741,7.567,2.525
742,7.569,2.486
743,7.512,2.427
744,7.469,2.469
745,7.492,2.548
746,7.350,2.531
747,7.467,2.524
748,7.558,2.528
749,7.623,2.451
750,7.609,2.537
751,7.755,2.598
752,7.735,2.589
753,7.842,2.653
754,7.663,2.534
755,7.371,2.602
756,7.322,2.578
757,7.232,2.606
758,7.269,2.641
759,7.302,2.572
760,7.450,2.615
761,7.515,2.625
762,7.573,2.647
763,7.470,2.552
764,7.239,2.498
765,7.429,2.634
766,7.255,2.540
767,7.291,2.511
768,7.436,2.481
769,7.472,2.561
770,7.282,2.472
771,7.254,2.489
772,7.100,2.422
773,7.265,2.514
774,7.253,2.548
775,7.278,2.463
776,7.375,2.447
777,7.531,2.509
778,7.593,2.528
779,7.376,2.506
780,7.400,2.516
781,7.260,2.470
782,7.010,2.420
783,6.997,2.495
784,7.107,2.608
785,6.984,2.397
786,7.053,2.421
787,6.933,2.410
788,7.202,2.491
789,7.125,2.386
790,7.020,2.404
791,6.989,2.433
792,6.910,2.432
793,6.964,2.455
794,7.164,2.405
795,7.184,2.551
796,7.464,2.630
797,7.358,2.612
798,7.244,2.605
799,7.168,2.635
800,7.300,2.517
801,7.104,2.527
802,7.278,2.616
803,7.126,2.585
804,7.359,2.596
805,7.228,2.580
806,7.159,2.597
807,7.100,2.563
808,7.046,2.473
809,6.933,2.444
810,6.854,2.489
811,6.806,2.486
812,6.742,2.441
813,6.933,2.519
814,6.997,2.422
815,7.000,2.479
816,6.979,2.376
817,7.146,2.463
818,7.293,2.390
819,7.133,2.418
820,7.090,2.470
821,7.090,2.382
822,7.038,2.456
823,7.028,2.599
824,7.148,2.569
825,7.150,2.562
826,6.944,2.535
827,6.915,2.616
828,7.006,2.532
829,7.072,2.523
830,7.245,2.670
831,7.113,2.587
832,7.068,2.535
833,7.184,2.458
834,7.189,2.466
835,7.201,2.503
836,7.081,2.495
837,7.033,2.385
838,6.973,2.475
839,6.839,2.445
840,7.035,2.479
841,7.136,2.453
842,6.969,2.395
843,7.093,2.383
844,6.948,2.470
845,6.889,2.565
846,6.977,2.461
847,6.786,2.550
848,6.864,2.498
849,6.773,2.481
850,6.640,2.465
851,6.739,2.421
852,6.841,2.477
853,6.948,2.593
854,6.623,2.549
855,6.485,2.519
856,6.459,2.594
857,6.901,2.579
858,7.039,2.568
859,6.894,2.651
860,6.675,2.659
861,6.834,2.718
862,6.939,2.753
863,6.975,2.663
864,6.893,2.538
865,6.776,2.531
866,6.879,2.600
867,6.999,2.746
868,6.910,2.668
869,6.816,2.683
870,6.909,2.759
871,6.886,2.696
872,7.164,2.671
873,6.972,2.681
874,7.151,2.746
875,7.167,2.755
876,7.346,2.785
877,7.239,2.639
878,7.335,2.619
879,7.277,2.537
880,7.296,2.510
881,7.006,2.628
882,7.098,2.572
883,7.284,2.632
884,7.192,2.654
885,7.309,2.730
886,7.201,2.687
887,7.036,2.671
888,7.075,2.753
889,7.014,2.636
890,6.853,2.564
891,6.889,2.564
892,7.197,2.724
893,7.056,2.500
894,7.142,2.633
895,7.332,2.667
896,7.035,2.634
897,6.951,2.605
898,7.028,2.622
899,7.132,2.743
900,7.040,2.550
901,7.296,2.578
902,7.349,2.627
903,7.382,2.806
904,7.324,2.788
905,7.443,2.742
906,7.451,2.736
907,7.578,2.764
908,7.549,2.683
909,7.647,2.704
910,7.532,2.758
911,7.457,2.744
912,7.181,2.679
913,7.282,2.586
914,7.565,2.643
915,7.561,2.586
916,7.607,2.544
917,7.554,2.532
918,7.385,2.601
919,7.311,2.559
920,7.179,2.508
921,7.141,2.509
922,7.191,2.504
923,7.177,2.550
924,7.116,2.519
925,7.025,2.598
926,6.966,2.582
927,7.058,2.571
928,6.958,2.649
929,7.003,2.590
930,6.989,2.546
931,7.100,2.624
932,7.031,2.603
933,6.843,2.578
934,7.039,2.658
935,7.157,2.653
936,7.090,2.694
937,7.021,2.700
938,7.012,2.704
939,7.140,2.734
940,7.167,2.730
941,7.123,2.685
942,6.882,2.710
943,7.072,2.756
944,7.187,2.741
945,7.131,2.715
946,7.102,2.714
947,7.203,2.800
948,7.079,2.797
949,6.936,2.707
950,7.210,2.884
951,7.046,2.820
952,7.196,2.762
953,7.424,2.742
954,7.229,2.715
955,7.370,2.677
956,7.217,2.728
957,7.255,2.687
958,7.058,2.747
959,7.280,2.778
960,7.191,2.741
961,7.018,2.638
962,6.940,2.646
963,7.000,2.656
964,6.983,2.662
965,6.958,2.641
966,7.125,2.734
967,7.034,2.779
968,7.365,2.685
969,7.455,2.727
970,7.426,2.660
971,7.413,2.761
972,7.593,2.733
973,7.624,2.731
974,7.463,2.755
975,7.361,2.903
976,7.274,2.756
977,7.386,2.792
978,7.266,2.596
979,7.147,2.659
980,7.192,2.627
981,7.321,2.628
982,7.253,2.635
983,7.325,2.658
984,7.482,2.680
985,7.537,2.660
986,7.202,2.550
987,7.278,2.573
988,7.232,2.641
989,7.471,2.665
990,7.455,2.631
991,7.496,2.691
992,7.563,2.713
993,7.550,2.693
994,7.461,2.557
995,7.387,2.464
996,7.690,2.568
997,7.561,2.502
998,7.451,2.540
999,7.433,2.484
1000,7.510,2.514
1001,7.498,2.417
1002,7.615,2.603
1003,7.626,2.551
1004,7.545,2.534
1005,7.807,2.582
1006,8.028,2.532
1007,7.916,2.516
1008,8.016,2.517
1009,7.912,2.563
1010,7.863,2.596
1011,7.803,2.587
1012,7.865,2.623
1013,7.930,2.676
1014,7.954,2.590
1015,7.790,2.619
1016,7.960,2.545
1017,7.981,2.542
1018,7.985,2.656
1019,7.730,2.597
1020,7.936,2.569
1021,7.669,2.490
1022,7.661,2.559
1023,7.854,2.508
1024,7.838,2.594
1025,7.687,2.469
1026,7.709,2.477
1027,7.578,2.501
1028,7.551,2.499
1029,7.530,2.491
1030,7.611,2.603
1031,7.591,2.528
1032,7.676,2.499
1033,7.782,2.599
1034,7.758,2.487
1035,7.844,2.460
1036,7.893,2.519
1037,7.787,2.600
1038,7.768,2.612
1039,7.737,2.523
1040,7.731,2.656
1041,7.634,2.468
1042,7.547,2.494
1043,7.546,2.429
1044,7.533,2.508
1045,7.516,2.397
1046,7.528,2.413
1047,7.653,2.365
1048,7.797,2.487
1049,7.775,2.536
1050,7.711,2.428
1051,7.624,2.375
1052,7.742,2.497
1053,7.939,2.645
1054,7.930,2.537
1055,7.992,2.573
1056,7.847,2.552
1057,8.050,2.508
1058,7.943,2.406
1059,7.843,2.519
1060,7.854,2.535
1061,7.785,2.505
1062,7.903,2.501
1063,7.947,2.552
1064,7.856,2.470
1065,7.883,2.452
1066,7.811,2.431
1067,7.905,2.443
1068,7.810,2.451
1069,7.882,2.500
1070,7.714,2.440
1071,7.664,2.453
1072,7.836,2.482
1073,7.794,2.432
1074,7.662,2.511
1075,7.608,2.409
1076,7.451,2.494
1077,7.559,2.481
1078,7.577,2.541
1079,7.551,2.505
1080,7.770,2.583
1081,7.551,2.441
1082,7.627,2.508
1083,7.703,2.653
1084,7.732,2.587
1085,7.592,2.476
1086,7.613,2.578
1087,7.565,2.500
1088,7.461,2.474
1089,7.405,2.542
1090,7.346,2.452
1091,7.568,2.457
1092,7.447,2.501
1093,7.271,2.413
1094,7.273,2.550
1095,7.049,2.389
1096,7.083,2.364
1097,7.167,2.425
1098,7.178,2.439
1099,7.247,2.433
1100,7.233,2.402
1101,7.332,2.434
1102,7.021,2.453
1103,7.042,2.469
1104,7.148,2.482
1105,7.198,2.521
1106,7.273,2.525
1107,7.183,2.503
1108,7.160,2.448
1109,6.993,2.389
1110,7.056,2.481
1111,6.975,2.428
1112,6.922,2.387
1113,6.972,2.370
1114,6.899,2.433
1115,7.049,2.453
1116,7.019,2.450
1117,6.991,2.489
1118,6.980,2.462
1119,6.942,2.398
1120,7.144,2.372
1121,7.074,2.430
1122,7.271,2.440
1123,7.442,2.572
1124,7.453,2.528
1125,7.553,2.395
1126,7.439,2.456
1127,7.337,2.407
1128,7.226,2.220
1129,7.336,2.261
1130,7.242,2.310
1131,7.378,2.311
1132,7.227,2.278
1133,7.453,2.390
1134,7.369,2.358
1135,7.372,2.263
1136,7.508,2.389
1137,7.401,2.396
1138,7.549,2.482
1139,7.596,2.409
1140,7.496,2.538
1141,7.628,2.476
1142,7.449,2.415
1143,7.461,2.402
1144,7.644,2.510
1145,7.603,2.436
1146,7.401,2.479
1147,7.305,2.472
1148,7.346,2.508
1149,7.426,2.476
1150,7.590,2.694
1151,7.484,2.587
1152,7.515,2.609
1153,7.621,2.394
1154,7.572,2.532
1155,7.440,2.586
1156,7.541,2.533
1157,7.532,2.618
1158,7.483,2.588
1159,7.474,2.585
1160,7.584,2.602
1161,7.849,2.633
1162,7.653,2.707
1163,7.485,2.603
1164,7.510,2.698
1165,7.262,2.572
1166,7.312,2.567
1167,7.296,2.510
1168,7.485,2.603
1169,7.347,2.574
1170,7.397,2.592
1171,7.603,2.568
1172,7.627,2.526
1173,7.586,2.564
1174,7.714,2.625
1175,7.772,2.445
1176,7.860,2.467
1177,8.042,2.549
1178,7.970,2.504
1179,8.022,2.564
1180,7.976,2.682
1181,7.862,2.692
1182,7.798,2.573
1183,7.934,2.626
1184,7.871,2.667
1185,7.862,2.657
1186,7.897,2.606
1187,7.985,2.589
1188,7.865,2.609
1189,7.902,2.598
1190,7.853,2.545
1191,7.597,2.545
1192,7.770,2.557
1193,7.832,2.579
1194,7.863,2.565
1195,7.907,2.592
1196,7.827,2.610
1197,7.907,2.491
1198,8.007,2.554
1199,7.890,2.492
1200,7.978,2.593
1201,7.845,2.530
1202,7.998,2.549
1203,8.079,2.627
1204,8.117,2.564
1205,7.975,2.530
1206,7.940,2.496
1207,8.034,2.492
1208,8.103,2.567
1209,8.086,2.513
1210,8.030,2.479
1211,7.990,2.497
1212,8.003,2.439
1213,7.868,2.393
1214,7.976,2.505
1215,7.924,2.460
1216,8.050,2.447
1217,8.111,2.464
1218,7.813,2.403
1219,7.775,2.290
1220,7.902,2.400
1221,7.947,2.353
1222,7.851,2.443
1223,7.874,2.407
1224,7.914,2.415
1225,7.664,2.483
1226,7.726,2.483
1227,7.837,2.475
1228,7.722,2.427
1229,7.879,2.378
1230,7.762,2.439
1231,7.646,2.520
1232,7.707,2.349
1233,7.825,2.431
1234,7.743,2.501
1235,7.715,2.502
1236,7.783,2.505
1237,7.735,2.494
1238,7.722,2.426
1239,7.750,2.541
1240,7.793,2.474
1241,7.779,2.395
1242,7.729,2.354
1243,7.767,2.294
1244,7.904,2.412
1245,7.785,2.354
1246,7.896,2.315
1247,7.823,2.383
1248,7.958,2.406
1249,7.904,2.425
1250,7.801,2.420
1251,7.907,2.512
1252,7.896,2.517
1253,7.913,2.467
1254,8.038,2.553
1255,8.063,2.518
1256,7.937,2.437
1257,8.083,2.411
1258,7.914,2.405
1259,7.922,2.430
1260,8.010,2.399
1261,7.912,2.448
1262,7.984,2.401
1263,7.893,2.343
1264,7.818,2.448
1265,7.821,2.409
1266,7.927,2.518
1267,7.920,2.435
1268,7.843,2.437
1269,7.999,2.521
1270,7.945,2.377
1271,8.027,2.467
1272,7.911,2.368
1273,8.081,2.330
1274,8.102,2.342
1275,8.086,2.296
1276,8.069,2.333
1277,7.935,2.336
1278,8.026,2.436
1279,8.013,2.394
1280,8.086,2.448
1281,8.012,2.315
1282,7.919,2.374
1283,8.026,2.443
1284,7.992,2.309
1285,8.206,2.412
1286,8.144,2.393
1287,8.030,2.467
1288,8.068,2.479
1289,8.047,2.387
1290,7.993,2.384
1291,7.988,2.431
1292,8.064,2.445
1293,8.188,2.452
1294,8.097,2.503
1295,8.158,2.414
1296,8.265,2.500
1297,7.994,2.525
1298,7.989,2.481
1299,8.039,2.434
1300,8.072,2.495
1301,8.111,2.443
1302,8.286,2.402
1303,8.377,2.410
1304,8.349,2.491
1305,8.394,2.548
1306,8.253,2.532
1307,8.259,2.447
1308,8.111,2.436
1309,7.962,2.461
1310,7.887,2.497
1311,7.977,2.416
1312,8.257,2.517
1313,8.187,2.458
1314,8.114,2.450
1315,8.133,2.580
1316,8.043,2.491
1317,8.137,2.593
1318,8.002,2.519
1319,7.824,2.467
1320,7.960,2.568
1321,7.933,2.477
1322,7.973,2.584
1323,8.127,2.554
1324,8.118,2.610
1325,7.991,2.475
1326,8.118,2.548
1327,8.113,2.563
1328,8.217,2.490
1329,8.160,2.528
1330,8.314,2.545
1331,8.358,2.531
1332,8.235,2.554
1333,8.248,2.525
1334,8.335,2.484
1335,8.392,2.549
1336,8.401,2.546
1337,8.309,2.593
1338,8.282,2.547
1339,8.270,2.495
1340,8.246,2.547
1341,8.251,2.466
1342,8.175,2.505
1343,8.166,2.521
1344,8.221,2.544
1345,8.097,2.474
1346,8.159,2.634
1347,8.093,2.483
1348,8.202,2.467
1349,8.266,2.428
1350,8.100,2.409
1351,7.941,2.393
1352,8.040,2.477
1353,8.206,2.619
1354,8.123,2.487
1355,8.066,2.469
1356,7.981,2.455
1357,7.967,2.481
