frame,global_rmsd,core_rmsd
1055,7.566,2.881
1056,7.774,2.993
1057,7.725,2.958
1058,7.757,2.941
1059,7.785,3.041
1060,7.767,2.886
1061,7.911,2.985
1062,7.877,3.022
1063,7.870,3.033
1064,7.811,3.014
1065,8.089,3.008
1066,8.197,3.041
1067,8.332,2.971
1068,7.993,2.999
1069,7.951,3.019
1070,7.725,3.011
1071,7.838,3.040
1072,7.520,3.010
1073,7.534,2.975
1074,7.701,3.037
1075,7.779,3.105
1076,7.857,3.079
1077,7.842,3.100
1078,7.836,3.132
1079,7.751,3.157
1080,7.767,3.133
1081,7.778,3.176
1082,7.867,3.185
1083,7.914,3.219
1084,7.764,3.128
1085,7.810,3.028
1086,7.956,3.118
1087,7.777,3.035
1088,7.768,3.046
1089,7.690,2.966
1090,7.934,2.823
1091,8.025,3.037
1092,8.069,2.941
1093,8.119,2.770
1094,8.352,3.027
1095,8.255,2.933
1096,8.244,3.099
1097,8.216,3.010
1098,8.212,3.020
1099,8.246,2.868
1100,8.238,2.939
1101,8.148,3.047
1102,8.304,3.162
1103,8.035,2.928
1104,7.861,2.749
1105,7.935,2.814
1106,7.990,3.002
1107,8.099,2.978
1108,8.070,2.862
1109,8.261,2.907
1110,8.217,3.145
1111,7.797,2.830
1112,7.757,2.975
1113,7.867,2.956
1114,7.810,2.956
1115,7.854,2.898
1116,8.072,3.009
1117,7.940,2.953
1118,8.002,2.995
1119,8.009,3.035
1120,7.808,2.916
1121,7.899,2.987
1122,8.033,2.959
1123,8.033,2.855
1124,8.187,2.872
1125,8.140,2.792
1126,8.116,2.823
1127,8.110,2.899
1128,8.148,2.860
1129,8.056,2.878
1130,8.084,2.819
1131,8.112,2.790
1132,8.083,2.831
1133,8.098,2.830
1134,8.130,2.692
1135,8.366,2.814
1136,8.308,2.735
1137,8.264,2.743
1138,8.263,2.737
1139,8.202,2.645
1140,8.320,2.637
1141,8.338,2.749
1142,8.088,2.771
1143,8.060,2.748
1144,8.272,2.739
1145,8.208,2.589
1146,8.130,2.563
1147,8.183,2.740
1148,8.105,2.716
1149,8.138,2.680
1150,8.217,2.622
1151,8.189,2.654
1152,8.177,2.627
1153,8.310,2.764
1154,8.054,2.730
1155,8.085,2.746
1156,8.193,2.696
1157,8.232,2.773
1158,7.991,2.626
1159,8.122,2.651
1160,8.167,2.773
1161,8.031,2.691
1162,8.043,2.697
1163,8.087,2.753
1164,8.060,2.836
1165,8.054,2.726
1166,8.238,2.882
1167,8.282,2.890
1168,8.238,2.756
1169,8.380,2.720
1170,8.530,2.737
1171,8.496,2.722
1172,8.449,2.707
1173,8.659,2.680
1174,8.540,2.698
1175,8.450,2.747
1176,8.379,2.668
1177,8.322,2.715
1178,8.549,2.813
1179,8.509,2.748
1180,8.600,2.834
1181,8.662,2.789
1182,8.832,2.773
1183,8.770,2.787
1184,8.802,2.710
1185,8.918,2.743
1186,8.926,2.695
1187,8.785,2.728
1188,8.856,2.722
1189,9.246,2.766
1190,9.189,2.737
1191,9.158,2.777
1192,8.999,2.778
1193,9.127,2.836
1194,9.073,2.814
1195,9.214,2.916
1196,9.218,2.822
1197,9.108,2.806
1198,8.965,2.694
1199,8.954,2.630
1200,8.918,2.699
1201,8.896,2.654
1202,8.832,2.612
1203,8.930,2.592
1204,9.043,2.722
1205,8.985,2.593
1206,8.891,2.688
1207,9.148,2.638
1208,8.987,2.654
1209,8.948,2.699
1210,8.827,2.829
1211,8.828,2.742
1212,8.646,2.749
1213,8.630,2.674
1214,8.601,2.601
1215,8.465,2.629
1216,8.261,2.725
1217,8.152,2.751
1218,7.939,2.697
1219,7.917,2.768
1220,7.959,2.885
1221,7.858,2.773
1222,7.735,2.800
1223,7.905,2.866
1224,7.921,2.698
1225,8.003,2.749
1226,7.998,2.760
1227,7.957,2.797
1228,7.920,2.764
1229,7.859,2.745
1230,7.832,2.750
1231,7.754,2.851
1232,7.827,2.889
1233,7.899,2.983
1234,8.041,2.938
1235,8.053,2.919
1236,8.072,2.961
1237,7.751,2.901
1238,7.813,2.709
1239,7.726,2.738
1240,7.771,2.727
1241,7.638,2.753
1242,7.775,2.657
1243,7.617,2.679
1244,7.685,2.659
1245,7.617,2.607
1246,7.697,2.616
1247,7.828,2.533
1248,7.740,2.600
1249,7.634,2.487
1250,7.564,2.494
1251,7.522,2.362
1252,7.591,2.559
1253,7.577,2.602
1254,7.467,2.579
1255,7.457,2.594
1256,7.643,2.631
1257,7.539,2.559
1258,7.531,2.687
1259,7.605,2.629
1260,7.736,2.560
1261,7.928,2.643
1262,7.964,2.618
1263,7.770,2.649
1264,7.610,2.591
1265,7.713,2.584
1266,7.656,2.533
1267,7.739,2.586
1268,7.728,2.587
1269,7.778,2.725
1270,7.719,2.652
1271,7.713,2.666
1272,7.492,2.485
1273,7.517,2.600
1274,7.369,2.529
1275,7.565,2.619
1276,7.678,2.560
1277,7.645,2.576
1278,7.625,2.629
1279,7.774,2.527
1280,7.706,2.534
1281,7.793,2.507
1282,7.935,2.560
1283,7.922,2.553
1284,7.926,2.629
1285,7.722,2.672
1286,7.788,2.561
1287,7.866,2.715
1288,7.921,2.705
1289,7.985,2.762
1290,7.901,2.649
1291,7.712,2.681
1292,7.552,2.676
1293,7.828,2.657
1294,7.869,2.732
1295,7.813,2.794
1296,7.695,2.802
1297,7.580,2.654
1298,7.693,2.712
1299,7.529,2.622
1300,7.543,2.663
1301,7.616,2.520
1302,7.741,2.690
1303,7.411,2.565
1304,7.544,2.664
1305,7.224,2.561
1306,7.304,2.546
1307,7.313,2.617
1308,7.238,2.516
1309,7.359,2.547
1310,7.311,2.553
1311,7.314,2.558
1312,7.405,2.533
1313,7.581,2.605
1314,7.637,2.573
1315,7.808,2.662
1316,7.775,2.745
1317,7.556,2.601
1318,7.582,2.602
1319,7.374,2.753
1320,7.396,2.628
1321,7.424,2.706
1322,7.215,2.631
1323,7.344,2.734
1324,7.234,2.683
1325,7.383,2.521
1326,7.245,2.660
1327,7.242,2.695
1328,7.433,2.763
1329,7.326,2.715
1330,7.477,2.646
1331,7.481,2.641
1332,7.424,2.631
1333,7.514,2.664
1334,7.555,2.709
1335,7.461,2.674
1336,7.428,2.594
1337,7.456,2.657
1338,7.451,2.781
1339,7.550,2.723
1340,7.397,2.752
1341,7.290,2.693
1342,7.208,2.744
1343,7.148,2.735
1344,7.158,2.785
1345,7.108,2.781
1346,7.118,2.740
1347,7.089,2.628
1348,7.221,2.702
1349,7.205,2.788
1350,7.334,2.771
1351,7.404,2.677
1352,7.219,2.731
1353,7.350,2.788
1354,7.364,2.810
1355,7.448,2.931
1356,7.370,2.772
